Orthogroups,HCH_1_F,HCH_2_F,HCH_3_F,HCH_4_F,HCH_5_F,HCH_6_F,HCH_1_M,HCH_2_M,HCH_3_M,HCH_4_M,HCH_5_M,HCH_6_M,HDO_1_F,HDO_2_F,HDO_3_F,HDO_4_F,HDO_5_F,HDO_6_F,HDO_1_M,HDO_2_M,HDO_3_M,HDO_4_M,HDO_5_M,HDO_6_M,HER_1_F,HER_2_F,HER_3_F,HER_1_M,HER_2_M,HER_3_M,HME_1_F,HME_2_F,HME_3_F,HME_4_F,HME_1_M,HME_2_M,HME_3_M,HME_4_M,HSA_1_F,HSA_2_F,HSA_3_F,HSA_4_F,HSA_5_F,HSA_1_M,HSA_2_M,HSA_3_M,HSA_4_M,HSA_5_M,HSA_6_M
Group_869_clean_0,16.666,21.431,17.287,20.226,24.312,14.149,12.615,25.594,16.129,16.639,13.645,20.351,71.127,29.071,48.792,45.063,40.592,42.176,31.682,40.581,45.622,51.45,47.741,43.234,30.817,30.194,35.559,26.567,33.907,45.14,111.339,59.555,54.171,80.686,130.749,104.898,77.358,85.88,40.992,57.215,51.637,50.3,60.759,55.809,51.853,50.811,51.296,55.251,40.22
Group_1724_clean_0,4.344,2.136,0.691,2.389,3.3,0.986,0.574,0.477,2.509,1.004,5.101,4.29,2.001,1.764,3.124,2.331,3.148,3.408,3.485,3.658,3.726,1.137,3.372,4.08,20.976,20.751,22.403,42.381,42.073,20.096,171.841,189.25,190.058,147.466,222.433,196.605,155.981,122.109,14.562,12.665,17.279,18.398,16.318,19.193,23.36,26.131,28.078,15.791,23.353
Group_1073_clean_0,24.476,31.805,53.791,26.971,33.072,19.879,23.873,15.526,21.482,9.247,33.125,55.332,103.643,106.819,78.616,52.301,99.727,100.987,54.454,85.805,59.616,103.696,74.861,61.978,1.899,7.01,11.994,2.181,1.859,2.388,20.329,15.545,13.701,16.637,21.101,16.637,15.642,21.536,33.442,32.436,56.521,34.164,28.573,18.264,14.758,23.899,10.371,45.664,30.122
Group_2339_clean_0,9.46,6.291,5.544,12.656,11.848,7.842,6.516,4.843,6.135,14.22,9.084,5.484,8.598,10.905,12.219,9.497,9.753,11.171,7.812,8.697,12.385,8.933,11.561,11.451,1.592,4.049,4.175,0.45,0.533,2.034,1.423,3.618,2.318,1.895,4.073,16.385,2.553,2.415,8.161,8.228,14.571,4.424,7.489,4.827,7.086,7.729,10.257,6.63,5.246
Group_1138_clean_0,100.777,51.71,52.02,52.916,46.676,115.021,36.3,44.373,46.773,55.742,51.775,36.767,36.251,31.452,34.696,37.007,32.129,34.591,28.93,39.219,44.846,35.982,40.949,40.819,12.688,27.602,30.527,6.182,13.21,19.695,54.267,51.427,69.934,80.268,34.843,59.575,45.304,64.364,34.223,39.979,34.368,25.886,43.225,27.919,48.803,38.426,44.888,35.798,27.55
Group_47_clean_12,4.57,4.424,4.355,4.116,4.077,3.777,5.827,4.769,3.992,5.304,5.256,4.714,16.899,13.159,10.226,9.865,11.611,11.31,5.426,16.186,11.149,12.459,14.552,10.762,28.203,50.038,36.967,107.978,60.348,41.023,7.294,12.448,7.249,3.207,4.262,11.159,6.909,4.595,12.308,16.197,13.669,10.691,8.023,20.364,11.803,18.612,14.024,15.15,12.136
Group_47_clean_13,14.137,15.391,17.554,16.292,18.963,13.302,14.881,14.254,17.561,18.225,12.932,15.045,17.638,15.834,14.309,9.743,17.09,16.317,12.01,17.943,12.107,17.174,15.275,14.487,13.862,21.569,19.311,23.776,18.107,23.955,19.007,18.071,22.471,26.432,16.969,14.606,24.516,30.803,15.828,16.01,18.513,12.372,12.045,22.724,18.945,19.133,16.067,16.858,14.99
Group_47_clean_10,2.433,3.258,0.837,1.497,1.806,2.233,2.84,1.971,1.615,2.33,2.276,2.777,7.408,7.378,6.44,5.071,3.014,3.487,4.535,8.657,4.76,5.501,7.105,4.987,237.754,223.535,199.224,202.493,276.571,258.497,27.26,26.701,15.375,27.938,17.078,23.915,25.823,38.8,4.588,1.88,1.264,3.103,2.273,2.36,6.404,8.73,4.293,1.431,6.345
Group_47_clean_11,1.591,3.536,3.336,3.31,3.835,2.735,3.561,3.095,2.885,4.077,2.748,2.662,5.346,2.92,3.114,3.66,3.428,2.993,3.475,5.121,3.103,2.792,2.776,3.745,5.134,4.687,4.815,7.852,11.038,4.394,2.573,5.773,3.002,1.788,1.872,4.003,2.259,3.529,3.232,3.73,4.132,4.084,4.472,3.812,3.789,3.544,3.457,3.715,5.014
Group_2155_clean_0,4.855,5.456,6.248,6.429,7.498,6.288,6.663,5.723,7.496,3.79,10.01,11.259,6.362,8.093,8.69,13.648,6.537,6.351,10.178,7.844,6.695,8.51,6.695,6.692,16.118,13.581,7.455,16.644,18.661,10.191,49.99,34.188,63.441,47.568,41.117,54.4,55.891,30.95,6.59,6.878,7.17,9.309,7.761,7.749,8.487,8.11,5.572,10.271,6.456
Group_732_clean_1,16.689,15.256,14.691,23.028,20.174,15.897,14.046,12.537,14.545,16.388,16.567,19.317,20.09,13.894,15.973,11.583,17.581,15.369,12.653,18.025,11.513,13.555,15.979,12.043,24.171,20.631,36.702,26.897,25.543,36.133,20.077,19.464,17.856,11.661,15.216,11.553,21.669,22.543,17.39,17.548,17.57,17.117,15.396,16.33,17.884,14.637,16.48,13.196,18.904
Group_868_clean_0,192.105,212.844,211.417,163.094,220.966,173.289,260.333,210.132,221.281,225.466,251.728,140.4,2.801,1.715,1.461,1.033,2.985,0.444,2.139,2.195,1.015,5.149,2.14,1.37,132.157,108.053,124.127,171.465,174.349,189.995,124.344,116.244,92.181,62.465,96.026,124.122,136.916,110.329,139.863,111.594,141.924,138.759,153.096,163.336,170.621,216.709,205.02,142.895,284.464
Group_868_clean_1,0.0001,1.221,2.402,0.384,2.856,1.6,1.765,1.092,1.463,1.909,0.424,0.946,56.034,50.852,62.526,35.515,46.436,46.226,44.88,53.921,41.934,51.771,45.19,37.498,29.02,61.655,50.823,21.356,16.959,36.152,13.872,23.193,5.932,12.167,3.216,3.73,11.903,5.865,9.759,18.078,28.441,30.06,49.583,7.391,6.924,18.742,24.425,8.146,40.785
Group_490_clean_1,130.808,182.744,160.125,147.387,179.053,181.038,221.892,236.065,241.92,169.026,269.269,174.752,246.77,290.229,201.322,242.214,220.665,161.535,205.41,216.284,241.202,181.264,328.735,235.386,413.895,439.054,439.551,222.589,300.861,452.552,388.255,242.13,456.892,536.794,343.214,333.776,441.22,466.157,313.743,451.434,249.601,348.55,204.145,307.933,342.01,334.379,338.942,229.343,408.038
Group_490_clean_0,36.097,66.275,24.36,33.112,32.456,61.32,58.376,71.429,44.996,63.546,6.557,20.873,36.323,36.243,32.457,58.21,33.534,30.541,48.315,42.176,35.679,29.24,37.03,36.72,42.463,77.66,72.32,65.997,51.116,88.818,73.163,75,92.028,98.557,49.153,67.711,44.109,65.253,43.192,50.316,40.345,44.244,60.455,72.652,45.999,71.686,52.989,25.101,63.3
Group_490_clean_3,157.86,154.233,103.883,99.489,58.231,172.554,115.771,154.187,117.76,176.606,107.812,65.919,105.162,110.591,68.465,189.943,137.084,113.254,180.312,143.048,104.452,83.865,97.114,137.881,137.526,157.473,119.883,78.361,129.279,158.352,88.973,157.959,119.736,183.382,92.889,121.697,54.979,78.626,111.332,128.601,145.484,155.406,134.505,87.966,103.972,176.01,176.849,141.742,227.458
Group_490_clean_2,30.672,23.45,24.142,17.664,27.642,29.469,32.07,23.209,26.459,18.727,21.958,16.716,137.165,132.539,112.822,119.159,128.014,126.747,116.858,149.51,125.381,130.331,127.479,127.099,97.278,69.772,21.95,52.934,70.174,57.709,26.917,13.851,18.06,28.152,18.034,17.527,11.053,18.31,118.837,157.318,156.726,146.217,124.481,149.473,147.678,152.783,135.469,147.507,146.706
Group_490_clean_5,32.904,31.392,24.482,20.667,24.514,31.33,25.074,25.127,39.795,30.044,25.478,30.912,17.3,13.825,20.718,16.623,15.212,13.739,18.445,18.035,17.567,19.438,14.132,13.206,21.752,30.444,33.787,30.128,28.675,28.921,20.974,28.836,24.482,21.291,15.963,26.29,17.151,28.516,26.17,30.576,30.878,30.821,24.812,21.438,28.058,28.304,24.704,25.955,26.369
Group_902_clean_0,31.301,14.709,20.478,41.805,33.818,29.106,24.332,40.356,22.843,30.608,22.064,26.1,48.81,40.887,57.312,56.656,35.287,34.176,67.899,47.246,55.315,51.15,46.93,50.576,99.615,84.46,82.61,39.64,28.195,44.328,44.653,43.569,51.282,70.502,41.575,45.677,44.332,58.224,42.635,43.511,37.076,32.112,47.52,52.259,42.911,48.738,44.31,66.675,70.1
Group_303_clean_0,71.731,79.854,96.531,75.301,85.298,63.729,77.466,71.567,74.918,74.37,71.428,72.703,58.342,48.314,53.847,53.773,49.392,46.641,52.662,53.596,51.081,48.855,51.132,49.708,102.484,106.837,87.386,128.834,127.995,109.898,53.319,52.93,95.601,74.739,67.506,71.401,64.492,77.16,39.43,39.532,39.071,41.632,36.156,33.482,35.115,43.312,37.458,26.905,50.772
Group_1_clean_19,33.367,33.869,39.282,33.457,49.34,29.664,42.524,46.217,30.705,29.022,35.574,35.608,39.535,29.002,26.166,30.833,24.638,21.957,28.395,37.604,23.572,24.908,26.035,23.356,60.143,44.783,51.315,102.757,90.297,45.455,72.891,73.527,35.335,18.726,70.194,55.865,80.356,39.514,26.996,31.241,32.071,32.863,23.021,30.879,29.668,37.014,34.538,24.428,44.699
Group_1_clean_18,20.986,20.336,20.854,18.72,25.775,18.325,23.967,25.519,15.814,17.929,16.856,19.06,0.965,2.028,1.471,1.799,1.502,1.956,1.683,1.941,2.222,0.455,3.518,1.803,30.98,23.523,19.705,60.066,54.876,27.307,71.257,78.959,53.099,33.011,82.811,53.267,105.652,50.169,10.333,10.94,11.904,10.751,12.558,14.095,11.954,16.91,14.013,10.495,25.28
Group_529_clean_0,12.143,13.928,12.192,11.025,10.758,11.014,12.532,9.856,14.139,12.562,10.463,9.632,16.694,12.884,12.358,13.423,11.881,13.433,13.881,14.692,13.544,13.824,17.543,11.954,18.955,24.351,20.02,11.883,15.862,23.248,16.253,10.263,20.409,20.077,12.079,13.595,8.317,15.974,12.65,11.553,12.696,9.459,12.171,12.325,11.936,12.555,14.849,12.086,8.04
Group_529_clean_1,7.086,7.341,8.031,7.561,10.677,7.73,8.511,8.478,7.577,8.727,9.971,9.526,89.227,122.78,115.935,93.725,121.641,141.365,103.215,106.43,115.908,113.539,119.211,115.047,29.479,27.442,42.964,24.046,20.927,20.01,11.067,10.013,12.404,12.273,11.083,10.552,5.065,10.959,4.516,5.6,6.739,4.705,6.022,5.795,6.148,4.185,3.354,3.021,4.388
Group_5_clean_1,50.27,58.324,54.095,55.833,63.196,53.041,59.744,58.987,51.455,52.677,55.979,58.383,49.611,47.109,44.623,53.282,52.377,44.379,50.078,52.905,43.055,44.864,44.751,48.279,88.836,84.271,84.58,132.465,147.689,119.602,89.971,149.921,96.356,129.07,150.128,150.968,179.778,177.557,47.393,56.342,54.796,56.767,64.456,59.311,48.045,48.598,52.483,52.785,58.055
Group_5_clean_0,48.216,47.402,55.708,60.534,67.203,58.027,66.595,58.086,56.971,38.296,66.876,81.866,5.182,1.489,1.13,2.382,3.909,1.027,2.96,1.89,2.921,4.146,3.069,3.666,55.651,43.995,49.907,144.238,119.62,49.677,180.598,137.162,153.713,135.591,153.185,121.595,108.803,133.302,73.015,79.251,62.207,55.536,50.201,57.328,47.96,68.051,52.039,93.185,56.148
Group_1_clean_13,1.282,1.104,1.674,1.382,1.554,2.074,1.953,0.816,1.31,1.335,2.787,3.228,2.75,2.734,2.484,4.989,3.745,3.862,6.416,4.024,4.713,4.084,3.069,4.425,3.522,5.076,3.24,4.311,2.569,1.948,1.624,1.644,2.328,2.536,3.077,1.526,0.496,1.466,6.913,5.829,5.947,7.077,7.279,4.876,8.393,5.096,7.388,11.381,6.769
Group_1_clean_12,6.849,8.4,13.333,8.3,9.376,4.967,5.806,6.178,4.185,8.208,8.988,9.004,12.262,14.403,21.411,19.465,11.409,10.608,20.415,20.26,13.678,15.964,13.506,26.589,3.328,3.44,3.023,2.071,3.237,5.406,60.916,74.499,67.158,82.901,62.248,58.15,62.486,64.188,6.248,5.704,4.272,9.319,9.835,3.279,10.524,5.707,5.944,4.431,7.475
Group_1_clean_15,10.268,12.654,10.955,14.555,14.078,11.897,11.195,11.255,11.782,12.213,15.265,15.372,11.143,9.857,12.401,11.981,11.101,8.979,11.97,11.43,10.431,10.991,11.317,9.875,12.218,13.402,13.914,16.074,16.374,14.356,16.848,15.746,16.621,14.81,18.064,17.567,20.494,17.459,11.716,12.987,12.626,14.174,14.726,10.961,14.057,11.173,13.786,14.787,16.08
Group_1_clean_14,1.128,1.283,1.589,1.027,0.727,0.995,0.689,0.975,0.67,1.855,0.878,1.3,2.052,2.851,2.165,1.595,2.032,2.558,1.733,1.991,2.155,1.768,1.925,2.089,0.296,0.509,1.192,0.36,0.449,0.802,3.884,5.072,4.145,7.347,5.606,3.598,5.156,5.885,1.05,1.693,1.534,1.542,1.822,2.177,2.16,2.183,1.259,2.413,1.685
Group_1_clean_17,10.742,18.155,16.208,32.814,23.908,14.614,13.075,13.597,14.799,11.711,24.658,35.529,21.281,19.743,23.948,26.437,19.333,17.839,25.078,23.491,22.883,23.605,22.83,19.148,28.234,27.163,24.855,40.981,32.873,24.012,45.157,50.034,30.822,60.016,33.24,44.211,45.264,44.245,20.182,20.187,20.538,18.499,17.795,16.697,11.642,14.177,11.165,19.656,23.595
Group_1_clean_16,7.264,9.585,8.565,11.063,15.905,8.679,8.02,9.538,7.912,9.74,10.28,13.453,30.156,24.191,22.893,28.727,22.318,18.036,27.128,23.156,20.115,22.21,22.537,21.149,20.731,18.268,33.521,14.024,11.059,18.959,26.957,30.409,21.225,21.379,24.019,32.527,47.513,33.775,6.096,9.839,10.159,10.45,7.918,9.761,8.914,9.161,10.03,7.292,14.214
Group_179_clean_0,34.922,26.968,35.934,29.715,33.829,26.353,31.506,38.268,29.212,25.644,27.503,26.817,39.155,29.012,26.347,28.829,23.021,24.605,26.168,37.654,27.116,23.554,24.384,28.648,29.234,29.237,26.775,27.427,16.52,32.522,27.189,32.644,27.616,12.993,32.045,26.179,28.649,18.525,24.85,28.166,26.676,30.921,30.594,30.628,24.127,40.388,26.407,26.499,46.141
Group_714_clean_2,8.024,9.163,10.069,8.885,7.65,10.018,7.54,8.213,9.852,6.729,12.314,8.73,6.156,5.565,27.36,3.435,4.987,5.047,3.327,8.423,9.454,14.403,10.056,5.223,31.684,25.737,29.729,7.682,5.065,11.614,50.988,82.387,52.66,55.43,46.713,106.555,69.283,48.282,3.25,1.039,2.387,1.742,0.23,2.293,0.748,3.184,2.291,2.456,0.837
Group_389_clean_0,8.57,8.956,6.078,10.171,10.193,10.818,8.73,6.655,6.216,7.267,11.61,11.701,18.787,14.678,27.019,18.074,18.505,15.912,27.177,17.334,18.726,21.289,18.881,16.615,27.132,21.31,26.46,30.608,33.009,22.14,19.653,9.983,19.939,25.907,19.866,7.358,25.742,21.78,16.761,15.647,19.536,16.416,13.993,9.713,10.903,11.924,12.187,22.538,14.395
Group_670_clean_0,43.053,36.4,31.615,37.833,37.613,32.446,44.111,35.587,40.141,31.217,31.784,34.662,12.559,13.874,15.6,20.303,20.72,19.617,18.188,15.901,20.526,15.882,13.497,17.483,26.468,27.033,41.389,16.884,23.057,30.173,28.914,39.299,29.883,28.327,22.555,21.317,5.369,32.143,137.924,163.905,150.168,157.868,155.494,169.624,138.916,149.278,155.767,158.803,141.077
Group_1754_clean_0,92.954,94.625,92.297,87.045,102.888,95.365,111.761,110.747,105.988,91.287,101.061,97.654,84.723,69.086,78.477,77.92,66.453,58.128,80.414,76.62,68.744,81.652,69.271,56.498,108.812,114.904,121.705,127.143,170.141,98.341,93.301,88.381,101.859,83.611,100.108,97.539,121.517,122.031,62.583,80.269,83.307,77.728,79.151,67.505,82.848,101.301,112.664,65.874,112.67
Group_538_clean_1,216.925,194.635,178.577,229.011,273.192,245.92,233.87,233.977,211.256,189.222,224.871,215.199,109.831,88.291,95.762,130.916,105.369,92.759,132.65,107.538,94.605,106.953,98.444,89.522,261.507,263.233,271.82,291.997,339.916,304.076,88.206,98.464,73.15,68.364,91.495,69.399,77.844,85.157,99.446,134.575,127.172,134.465,70.499,136.829,119.564,151.631,150.804,155.824,126.702
Group_2014_clean_0,64.003,57.741,84.496,86.402,79.374,71.152,69.498,74.227,74.065,72.793,87.021,96.893,84.23,80.54,83.627,85.618,82.888,80.096,76.978,85.764,94.586,76.699,94.486,98.816,55.999,99.537,102.985,27.037,23.809,68.254,58.293,61.69,95.989,92.454,76.816,69.258,69.689,80.562,105.568,112.612,107.235,104.965,131.048,109.335,111.929,109.491,99.022,130.532,98.9
Group_2014_clean_1,46.554,40.088,44.304,41.747,34.636,40.957,36.227,38.173,50.074,45.876,36.808,39.96,10.815,11.346,12.913,11.736,14.144,13.078,11.079,13.117,13.678,13.659,13.35,14.605,11.065,13.203,14.19,2.761,4.386,10.038,19.169,15.816,20.735,19.62,19.578,18.861,10.931,17.137,0.817,0.0001,0.0001,0.0001,1.833,1.809,2.719,0.961,1.796,0.0001,1.806
Group_1301_clean_0,11.692,10.922,10.676,10.391,10.587,11.879,13.398,12.272,11.995,10.797,12.642,11.631,9.707,8.985,7.858,10.448,8.309,7.882,9.396,7.519,8.352,6.7,8.571,7.5,10.871,9.064,14.348,14.994,11.905,10.306,20.642,23.413,10.454,20.29,22.913,18.497,22.206,14.439,6.652,9.787,9.607,7.538,8.798,7.817,6.602,7.909,6.8,6.139,7.848
Group_1301_clean_1,4.689,7.377,7.388,6.841,6.439,6.791,7.07,6.592,7.079,7.921,7.637,7.686,10.415,11.366,8.893,10.591,10.726,9.087,9.445,8.25,9.425,8.127,10.008,9.027,15.73,10.52,5.337,12.713,12.364,9.093,16.465,8.008,22.359,18.6,16.112,17.668,26.461,20.099,8.861,12.873,9.637,10.531,8.683,8.591,5.759,10.643,7.75,9.31,9.735
Group_2078_clean_0,49.902,35.861,41.381,36.393,40.207,41.171,42.753,46.884,47.454,37.131,33.78,33.309,45.537,41.142,39.121,42.333,44.26,44.834,37.039,56.197,43.869,37.554,45.22,42.987,69.217,74.618,50.783,23.906,31.756,59.085,44.723,42.256,51.925,47.753,47.241,46.829,41.171,42.437,27.077,30.743,32.743,29.88,38.816,32.079,38.904,38.856,35.859,36.161,43.609
Group_1865_clean_1,46.448,28.233,36.759,31.999,30.105,57.171,48.048,46.45,40.323,37.113,33.645,27.861,66.777,53.782,54.87,52.802,61.465,66.248,52.434,58.778,62.786,59.329,58.003,63.2,50.578,39.687,45.446,44.822,38.491,50.603,43.351,44.531,37.999,49.21,43.646,42.402,45.74,40.941,41.082,58.908,59.63,63.053,59.03,55.451,54.288,58.47,57.065,64.657,60.617
Group_1865_clean_0,48.762,32.604,32.828,32.114,27.107,33.823,39.349,37.908,42.477,33.52,34.822,33.477,35.04,31.373,39.409,27.081,37.27,39.776,24.831,31.406,40.172,37.574,34.342,37.577,21.017,19.485,19.35,11.893,7.748,19.141,22.125,10.394,20.062,29.153,20.175,18.012,15.996,18.457,32.831,41.537,41.608,39.85,39.57,40.408,30.123,38.686,36.406,42.578,29.658
Group_1688_clean_0,9.971,12.115,11.853,10.132,10.94,12.018,9.054,9.305,12.32,10.009,11.466,9.048,11.441,11.532,11.025,13.699,13.171,12.258,12.891,12.274,11.896,12.294,12.724,12.703,11.371,12.644,11.817,8.292,10.933,12.98,46.66,55.235,58.857,61.853,52.32,68.53,45.426,59.984,7.308,4.873,6.88,7.668,7.478,6.375,6.299,6.067,8.111,7.036,5.77
Group_701_clean_1,26.684,34.174,55.478,27.979,34.444,28.232,29.063,28.476,27.068,43.09,45.092,56.685,43.423,29.982,36.978,28.359,31.532,31.351,31.801,43.578,25.325,36.664,26.055,28.018,71.902,78.976,60.907,77.901,55.628,64.519,73.466,55.065,52.282,55.624,58.952,46.879,60.196,93.573,27.561,29.07,40.576,33.784,18.717,32.485,26.144,37.054,24.25,37.24,20.69
Group_701_clean_2,8.808,8.687,7.522,10.113,6.691,6.028,4.198,4.621,6.815,12.365,5.632,4.113,2.247,2.038,3.86,3.864,2.985,3.141,4.911,3.312,5.565,2.399,3.753,5.085,6.267,1.655,4.156,1.62,2.976,1.767,2.441,0.802,9.056,1.633,3.655,1.304,3.201,2.444,6.222,2.795,4.824,6.216,1.236,6.83,12.779,2.273,3.818,8.2,3.621
Group_2598_clean_0,7.146,8.669,9.317,8.396,8.397,9.86,7.164,9.845,8.826,5.914,10.415,7.704,9.912,11.317,10.791,11.286,12.757,11.813,10.802,10.719,11.791,9.409,13.35,11.944,8.513,9.294,12.92,3.551,2.809,7.278,49.405,33.837,36.897,43.419,27.335,22.722,22.601,30.911,9.75,10.888,10.079,9.65,11.542,9.645,12.144,9.642,9.277,12.769,9.079
Group_262_clean_0,34.233,54.268,42.206,61.781,69.595,37.915,36.206,37.58,45.31,45.24,47.84,54.624,33.522,29.874,40.102,42.129,32.244,29.701,48.474,34.403,30.66,43.613,31.342,30.225,43.831,59.84,44.589,72.459,64.546,42.886,62.611,66.952,42.002,47.782,83.04,56.128,65.606,66.993,45.535,35.781,41.608,41.171,42.168,36.21,37.076,41.069,40.059,49.795,37.708
Group_722_clean_0,14.885,12.878,9.924,20.399,20.366,20.8,12.396,12.505,9.862,8.718,21.832,23.934,18.49,14.981,15.834,17.072,16.637,16.199,14.584,15.688,13.381,15.882,16.038,14.792,84.447,94.901,99.922,76.39,72.002,86.21,17.776,10.504,16.958,24.683,23.252,2.598,20.585,18.31,13.538,23.293,18.282,23.694,10.338,11.222,6.631,14.377,9.421,19.378,13.598
Group_1610_clean_0,37.937,51.36,40.92,40.02,34.04,43.571,48.497,46.598,44.081,48.547,42.864,39.031,26.237,27.366,33.982,21.223,31.859,29.543,32.752,25.045,27.107,44.005,26.68,23.514,40.391,14.728,21.162,31.478,38.397,24.728,33.041,48.55,29.934,20.669,26.379,46.222,51.98,38.018,23.548,25.33,28.03,33.904,26.677,21.167,25.529,31.267,33.031,25.528,18.894
Group_1216_clean_0,4.297,5.797,4.21,5.239,4.097,8.009,4.96,4.176,5.637,5.304,4.889,6.474,128.659,81.726,81.975,115.029,123.932,105.609,132.363,127.848,123.953,69.358,136.382,126.173,11.494,13.611,8.941,10.263,17.575,13.907,0.0001,0.0001,0.97,0.671,0.0001,4.882,0.0001,0.0001,5.01,6.982,6.288,5.926,6.494,4.585,3.467,4.836,5.624,6.363,9.563
Group_664_clean_0,12.594,3.859,7.558,2.072,13.907,2.809,14.443,2.3,2.407,7.822,20.376,16.336,20.45,15.951,19.95,16.612,19.815,16.159,17.851,17.953,14.76,22.851,21.97,14.999,5.859,27.133,33.708,34.499,28.696,27.04,17.191,19.264,1.96,3.936,23.969,15.899,6.453,15.983,5.198,5.662,3.45,4.084,5.782,13.379,5.485,11.774,13.023,8.349,5.054
Group_664_clean_1,32.049,31.823,35.825,31.078,41.478,32.725,37.501,33.129,35.732,35.169,34.571,36.104,35.933,39.486,30.996,42.845,32.706,31.539,39.88,45.681,40.334,36.282,39.923,33.26,41.514,48.512,42.797,50.583,75.364,53.411,29.177,39.65,31.037,28.531,34.385,46.233,34.566,34.42,28.414,26.961,30.437,29.99,32.542,32.582,32.775,32.058,27.624,31.613,36.205
Group_2599_clean_0,17.734,19.411,17.797,23.968,26.118,20.567,22.599,20.782,20.345,18.53,24.802,24.526,130.27,116.568,146.399,136.416,120.707,127.478,121.402,129.017,115.639,119.423,106.145,116.84,49.17,50.038,47.563,82.632,78.685,46.496,41.011,38.187,36.856,32.865,35.69,38.955,36.724,28.496,17.435,21.704,18.573,20.22,21,16.823,16.35,16.099,17.604,18.695,28.447
Group_1075_clean_0,13.14,10.5,9.742,8.117,8.245,13.395,12.354,11.043,8.156,18.144,9.364,9.11,10.999,10.709,8.871,10.652,10.716,8.959,12.188,9.429,9.425,7.186,8.473,10.18,12.045,12.824,16.12,7.202,7.508,14.91,6.305,6.154,6.422,6.336,7.518,6.883,3.536,6.863,13.511,8.27,10.901,6.967,13.742,13.602,17.979,15.779,14.829,15.428,12.045
Group_1075_clean_1,66.437,61.501,47.18,49.02,40.187,53.673,51.86,60.397,54.096,61.082,42.97,46.664,22.122,25.132,24.865,22.112,32.745,32.408,22.92,27.494,26.618,30.636,29.73,27.141,15.454,21.26,15.096,4.901,9.649,15.55,54.963,54.534,62.482,77.78,44.403,47.638,55.718,75.019,22.965,21.641,28.21,28.979,25.965,24.427,28.266,25.27,24.993,28.133,26.753
Group_2093_clean_0,54.816,64.041,72.874,66.291,76.165,63.31,63.525,61.7,63.725,65.132,68.641,67.087,82.404,80.276,79.256,86.804,82.599,84.906,81.136,87.156,84.539,83.12,83.686,90.991,10.167,13.003,17.4,8.292,14.672,14.451,15.678,15.676,16.172,19.076,15.246,17.254,13.048,17.997,51.029,45.246,42.782,43.213,43.791,42.643,52.365,53.063,54.34,40.945,38.606
Group_376_clean_0,71.731,79.854,96.531,75.301,85.298,63.729,77.466,71.567,74.918,74.37,71.428,72.703,58.342,48.314,53.847,53.773,49.392,46.641,52.662,53.596,51.081,48.855,51.132,49.708,102.484,106.837,87.386,128.834,127.995,109.898,53.319,52.93,95.601,74.739,67.506,71.401,64.492,77.16,39.43,39.532,39.071,41.632,36.156,33.482,35.115,43.312,37.458,26.905,50.772
Group_1482_clean_0,2.042,2.962,1.601,4.068,6.358,2.549,1.828,1.717,3.992,2.133,4.031,7.138,6.875,5.947,10.801,6.113,5.786,5.709,4.099,8.535,3.898,8.747,2.834,3.824,14.883,15.137,14.2,20.015,14.118,10.812,8.888,10.734,4.625,12.526,23.68,8.986,12.501,7.85,5.243,3.782,2.898,3.764,4.755,4.46,6.47,6.878,2.807,9.577,3.763
Group_430_clean_1,15.502,17.859,14.546,11.754,6.974,14.976,12.991,13.502,8.776,21.29,13.703,11.25,85.841,130.197,102.138,177.124,82.57,74.397,181.064,118.958,87.01,101.37,91.085,120.112,42.647,28.18,25.239,42.671,39.713,38.578,59.806,65.539,55.427,45.955,47.42,44.625,39.135,50.247,15.091,17.87,20.98,15.365,10.38,15.401,9.141,14.567,10.536,15.524,14.526
Group_1437_clean_0,33.509,18.667,20.684,12.656,15.007,24.13,28.823,16.49,18.902,24.721,27.908,19.582,4.658,5.732,7.197,2.893,4.756,5.344,3.247,2.581,5.163,5.18,7.261,4.819,9.677,8.177,24.264,3.431,9.513,7.928,7.506,17.911,24.799,22.36,14.399,11.553,14.426,23.902,17.381,30.639,28.481,19.419,13.228,16.959,23.606,18.222,36.396,27.748,15.061
Group_1437_clean_1,77.084,36.122,30.899,29.178,31.982,44.464,46.503,48.167,40.963,44.488,31.35,43.197,4.658,5.732,7.197,2.893,4.756,5.344,3.247,2.581,5.163,5.18,7.261,4.819,10.504,5.873,5.859,0.0001,3.686,2.474,7.466,17.961,18.132,16.238,12.169,16.294,17.354,16.277,28.549,19.844,37.427,35.375,52.317,58.615,32.842,35.853,16.573,23.894,26.732
Group_699_clean_0,14.683,7.529,19.265,16.023,14.411,15.758,17.241,17.359,14.098,16.747,13.558,13.806,16.458,13.717,13.51,13.218,14.018,10.539,14.158,15.098,13.381,13.049,14.396,13.57,3.144,1.227,3.112,1.77,1.076,0.955,17.968,21.068,19.48,21.097,14.18,15.819,14.061,27.616,14.319,14.805,21.622,12.973,15.009,16.175,13.442,14.898,14.436,12.993,17.159
