Orthogroups,HCH_1_F,HCH_2_F,HCH_3_F,HCH_4_F,HCH_5_F,HCH_6_F,HCH_1_M,HCH_2_M,HCH_3_M,HCH_4_M,HCH_5_M,HCH_6_M,HDO_1_F,HDO_2_F,HDO_3_F,HDO_4_F,HDO_5_F,HDO_6_F,HDO_1_M,HDO_2_M,HDO_3_M,HDO_4_M,HDO_5_M,HDO_6_M,HER_1_F,HER_2_F,HER_3_F,HER_1_M,HER_2_M,HER_3_M,HME_1_F,HME_2_F,HME_3_F,HME_4_F,HME_1_M,HME_2_M,HME_3_M,HME_4_M,HSA_1_F,HSA_2_F,HSA_3_F,HSA_4_F,HSA_5_F,HSA_1_M,HSA_2_M,HSA_3_M,HSA_4_M,HSA_5_M,HSA_6_M
Group_15_clean_3,37.094,44.414,38.954,55.439,66.638,35.599,32.78,55.193,41.593,41.038,55.536,61.32,13.421,11.856,29.258,10.734,10.783,15.428,13.425,11.38,16.111,10.629,9.079,13.659,8.921,14.708,10.832,7.112,6.903,11.414,17.454,3.738,5.717,8.571,3.625,6.681,18.539,18.33,9.157,8.322,10.7,9.329,10.233,7.807,8.63,8.04,7.616,11.061,8.474
Group_2466_clean_0,17.675,21.144,19.034,21.099,27.824,17.237,34.911,20.793,23.188,33.117,30.155,24.615,39.863,27.405,42.267,28.308,26.987,37.584,32.435,38.762,41.58,34.907,37.333,41.213,35.43,20.133,18.434,28.668,41.603,24.805,20.753,23.513,21.981,18.308,20.962,23.227,15.439,19.63,11.931,13.839,14.231,13.684,17.984,17.916,17.657,9.021,13.023,11.093,12.832
Group_1384_clean_0,61.796,78.579,49.582,94.001,65.457,80.873,50.899,65.674,54.096,57.408,68.863,88.464,54.341,46.316,66.386,118.239,49.459,29.375,88.443,52.031,47.154,58.005,52.442,41.913,75.893,77.679,59.961,307.321,385.78,103.642,257.737,283.895,300.688,290.461,332.639,246.264,349.406,336.198,54.566,58.898,74.001,73.624,69.159,38.106,32.756,50.15,66.589,84.836,67.063
Group_552_clean_0,104.29,83.129,32.707,45.086,60.835,77.412,37.083,77.321,36.596,55.025,127.494,48.902,49.99,66.794,71.952,51.074,71.739,66.514,53.355,60.485,58.236,80.039,58.628,57.76,49.66,45.611,45.417,45.882,67.229,30.115,42.857,72.926,38.398,41.582,58.723,48.052,36.511,46.22,79.56,67.168,58.216,48.359,32.584,47.054,29.716,46.826,33.671,62.073,96.247
Group_220_clean_1,0.7,1.75,1.334,1.132,0.949,0.902,0.689,0.784,1.656,1.38,1.186,0.796,104.464,104.741,106.179,85.147,111.05,119.507,80.136,116.652,108.293,109.714,104.659,108.119,106.74,162.738,200.76,30.258,53.487,127.186,78.843,67.774,107.485,112.696,74.795,76.798,81.106,101.893,142.422,174.886,134.844,145.045,201.966,129.728,153.362,161.873,153.115,148.479,228.961
Group_887_clean_1,17.924,20.847,21.449,21.684,34.051,21.255,20.583,20.867,19.166,23.297,23.597,23.987,25.693,18.117,18.265,22.266,19.651,15.428,20.722,22.546,17.002,17.805,17.562,14.723,39.809,38.72,37.706,61.026,58.04,44.519,41.495,48.32,38.52,29.551,44.791,40.087,57.491,40.589,14.158,15.21,16.296,15.425,16.004,16.678,19.798,19.413,16.077,12.684,23.827
Group_887_clean_0,11.312,16.432,15.456,7.925,8.296,18.055,9.096,11.128,9.151,11.29,6.885,5.758,20.573,28.248,20.142,34.032,24.59,25.671,35.029,24.558,22.749,22.706,21.833,23.11,40.167,36.197,27.878,46.342,49.446,47.451,47.871,41.133,33.354,27.744,47.181,43.837,34.252,36.874,29.985,37.87,25.924,30.26,36.365,35.891,31.819,30.006,32.877,28.229,37.607
Group_1248_clean_0,13.033,18.227,7.983,20.898,19.488,16.316,12.375,15.515,13.397,8.1,24.214,27.878,14.529,14.834,15.951,20.599,15.723,15.922,22.534,17.486,14.645,16.099,17.455,16.931,70.493,58.733,77.175,53.254,43.284,59.61,28.158,11.897,25.666,9.854,23.003,14.98,10.901,9.355,20.783,27.813,32.683,28.479,15.952,12.025,19.523,18.672,18.1,29.2,23.262
Group_769_clean_0,12.535,11.873,9.523,9.71,9.698,11.823,12.49,10.29,10.157,12.195,12.845,11.109,12.559,12.953,17.284,20.344,14.577,13.364,17.762,14.57,14.933,11.58,12.031,14.733,14.77,22.686,16.426,9.633,10.025,15.712,9.423,7.357,4.38,6.734,5.557,9.906,6.909,6.726,12.443,11.325,11.292,11.431,15.648,12.373,11.471,10.783,12.269,14.029,14.476
Group_611_clean_0,4.522,3.563,1.771,0.873,3.381,8.409,1.89,1.547,3.992,5.278,1.553,1.247,3.047,5.477,2.783,2.832,1.444,1.393,2.742,1.616,1.983,2.254,2.433,3.341,1.582,3.221,1.645,0.0001,2.297,2.178,20.248,1.032,24.043,9.436,2.37,3.487,12.998,18.906,6.572,2.805,2.999,4.484,3.938,2.699,3.211,10.963,4.623,3.95,3.531
Group_957_clean_0,2.042,2.306,1.674,1.746,2.543,2.307,2.496,3.063,2.631,1.586,2.122,2.043,21.363,20.919,21.848,22.787,19.246,16.485,23.574,21.886,19.856,19.924,19.722,19.04,2.909,2.154,2.137,2.821,3.749,4.183,32.455,31.662,35.325,33.341,30.79,26.563,35.072,36.972,2.343,2.213,2.016,2.973,3.121,2.641,2.359,1.602,1.878,2.146,2.633
Group_1206_clean_0,5.864,7.305,6.769,7.359,8.508,6.809,7.122,6.846,5.993,7.079,6.606,7.916,45.27,45.669,78.723,51.064,61.465,61.082,58.959,68.39,77.249,47.231,75.135,73.843,9.973,10.091,7.238,14.214,11.549,10.124,8.757,8.349,8.157,9.523,8.912,7.136,10.901,10.147,18.431,17.08,19.636,18.138,19.754,18.613,15.762,13.827,17.904,16.26,21.769
Group_694_clean_1,31.895,42.556,50.346,51.63,65.518,55.943,45.093,64.498,51.577,51.172,40.463,51.661,21.065,22.379,18.894,23.605,23.569,21.72,23.574,21.083,22.222,18.673,19.82,23.297,55.11,35.529,45.082,51.674,34.502,43.812,20.228,19.935,21.46,27.588,18.273,21.024,19.562,21.692,6.931,7.906,6.87,5.886,4.619,10.854,11.358,4.155,1.383,4.036,14.345
Group_694_clean_0,8.879,12.878,13.223,18.23,17.469,14.316,14.662,13.194,12.127,14.838,15.738,15.257,19.711,23.398,24.716,21.192,22.953,25.987,18.237,19.315,19.214,21.051,19.399,19.306,36.819,39.977,29.562,48.953,27.537,28.568,20.863,22.521,13.252,19.562,19.408,21.954,17.546,27.704,15.002,13.6,11.964,13.103,13.888,12.847,12.457,15.048,13.085,15.139,19.278
Group_1_clean_6,48.869,59.069,58.207,66.684,74.661,55.515,56.705,67.677,71.505,51.71,93.434,78.823,162.037,171.986,155.792,178.391,162.319,176.302,204.4,167.474,193.818,170.366,168.047,180.533,43.168,37.045,43.437,38.74,41.708,35.722,38.63,32.333,25.044,63.622,49.183,36.175,48.597,40.198,58.068,53.402,48.187,64.054,59.25,53.371,45.715,64.137,51.255,42.728,45.496
Group_981_clean_0,15.039,13.444,12.204,20.284,20.971,10.139,8.636,3.868,16.901,11.164,33.231,55.022,36.426,34.871,47.257,47.087,34.112,34.551,35.969,60.658,49.443,46.311,26.495,39.252,93.736,108.093,97.313,43.822,60.181,43.85,20.339,5.954,14.324,44.225,25.503,8.399,21.761,37.754,21.932,12.478,17.359,14.485,7.656,14.105,6.385,20.464,8.874,43.977,30.112
Group_1297_clean_0,33.509,20.345,31.348,23.047,34.898,15.116,28.624,32.164,30.512,28.583,24.822,20.201,32.578,29.698,33.353,25.721,28.971,32.645,23.821,29.242,27.231,29.695,29.593,26.924,32.092,42.42,43.378,14.154,17.825,28.081,38.62,36.032,47.555,48.054,38.1,45.353,40.188,41.195,43.596,47.127,51.075,43.454,41.162,52.182,37.9,43.272,38.181,50.297,44.457
Group_1297_clean_1,17.876,13.381,12.859,13.068,12.464,15.786,14.014,15.123,13.722,14.964,10.935,13.258,13.831,10.455,9.255,11.951,13.778,12.139,10.505,16.663,11.379,11.549,10.819,9.648,10.83,14.329,14.663,15.974,7.519,10.468,5.892,3.648,7.044,11.982,8.056,5.519,6.2,4.937,9.489,11.74,10.45,9.419,9.762,9.326,6.924,6.398,7.75,10.314,11.944
Group_1297_clean_2,62.282,39.559,58.947,40.116,41.801,50.352,55.922,65.303,62.547,31.011,40.598,34.299,86.518,68.694,75.172,76.223,65.124,59.679,60.761,93.78,75.123,71.405,66.789,68.147,28.816,37.035,49.523,21.516,25.135,35.034,111.198,107.274,81.042,64.253,134.264,95.417,112.146,81.54,49.952,59.501,68.345,71.372,59.229,64.11,68.677,82.168,54.733,58.337,115.958
Group_27_clean_2,8.653,12.044,9.766,12.8,13.241,11.851,10.245,11.191,10.594,11.021,13.115,16.239,20.952,23.545,21.101,17.348,20.267,23.024,19.623,19.163,21.685,18.746,21.999,16.438,20.068,21.469,16.15,30.338,23.381,21.596,37.086,37.275,39.694,40.464,32.503,43.099,30.939,40.335,12.246,12.145,13.047,12.593,14.998,14.153,10.354,10.863,10.433,11.648,17.018
Group_2384_clean_1,19.692,15.4,18.646,16.676,18.327,17.702,16.531,16.607,19.085,17.956,16.76,17.344,8.978,10.964,10.034,11.337,9.099,10.49,11.782,9.236,10.67,8.22,11.571,12.782,8.697,16.812,15.362,6.952,8.469,16.868,15.779,22.401,14.793,20.184,30.691,16.566,12.754,19.884,12.084,12.893,13.549,14.615,15.795,12.625,12.703,11.243,14.426,14.787,12.146
Group_27_clean_0,34.851,48.874,47.277,52.59,62.611,44.204,42.67,46.037,47.708,33.475,69.21,63.947,72.338,55.222,102.095,119.865,73.982,62.563,96.057,70.473,87.24,69.338,82.602,78.633,174.651,205.786,143.812,178.577,175.038,159.431,110.108,84.231,56.458,83.455,92.082,84.814,93.273,113.79,88.134,101.35,97.488,86.877,101.146,78.504,70.808,75.05,53.917,120.581,95.823
Group_27_clean_1,4.843,5.735,4.234,4.845,4.895,2.279,6.067,6.009,4.54,2.616,5.641,3.971,48.082,55.702,57.045,43.335,53.994,51.027,48.018,56.573,39.29,58.15,48.777,40.819,5.91,5.135,7.917,9.533,12.385,5.129,22.518,27.112,17.285,15.344,17.845,12.655,21.811,14.341,6.042,7.023,5.766,5.035,4.849,4.218,5.257,3.995,3.643,5.007,8.948
Group_1267_clean_1,140.613,161.798,123.329,170.683,154.752,130.965,142.818,145.338,153.442,116.582,154.061,168.101,103.418,109.758,121.661,91.046,90.205,94.141,105.393,95.762,92.814,108.101,99.675,102.038,188.339,163.994,167.249,246.985,187.778,166.098,84.352,105.68,56.917,90.734,118.332,109.618,132.195,104.591,159.408,168.102,158.07,137.958,101.177,124.175,119.819,156.958,127.544,226.802,134.863
Group_1267_clean_0,101.643,127.067,125.271,185.814,180.173,99.058,115.771,115.696,132.397,126.053,169.509,179.882,151.222,162.246,166.988,122.901,145.201,153.416,131.165,155.718,128.609,155.86,142.95,140.867,224.76,150.523,158.347,339.92,236.576,162.659,175.534,129.584,224.434,141.81,177.333,135.049,215.479,213.102,185.488,226.74,227.237,213.995,167.759,193.915,151.269,168.081,142.951,261.479,177.705
Group_601_clean_0,31.871,39.9,32.44,38.946,35.807,40.036,34.43,35.555,39.308,40.545,41.543,47.407,71.158,86.223,78.915,69.046,76.273,72.451,79.067,82.574,88.437,92.705,94.319,79.628,72.177,55.712,60.68,76.17,75.385,49.686,49.102,50.004,42.083,55.235,63.044,48.608,46.155,60.043,394.479,470.644,326.981,364.496,633.885,532.369,634.43,452.08,399.494,462.498,513.314
Group_1589_clean_0,32.275,23.414,28.449,24.304,21.698,28.213,28.363,28.02,30.441,25.546,23.202,22.138,12.323,12.169,10.481,10.632,12.979,12.771,8.772,12.04,11.666,9.419,13.917,12.526,20.772,23.154,27.474,13.514,14.035,20.908,14.669,21.9,23.563,27.627,17.994,20.62,20.089,22.386,28.19,34.691,36.634,35.586,32.395,37.98,28.333,32.038,29.028,33.802,30.152
Group_201_clean_0,7.11,9.603,8.565,9.489,7.7,9.209,9.785,7.185,6.612,7.258,8.746,8.119,20.932,21.203,20.366,17.328,21.451,23.33,15.475,21.235,22.586,17.567,23.866,20.912,16.597,17.45,16.209,20.505,17.178,16.6,12.823,12.569,25.197,18.425,11.083,21.095,17.607,15.612,9.364,9.319,9.447,9.91,13.249,7.362,7.351,9.581,12.765,11.819,7.677
Group_2122_clean_0,9.092,6.892,6.709,6.736,8.831,7.786,4.866,8.616,7.029,7.706,7.637,7.315,8.742,8.279,7.602,7.534,11.92,11.576,11.524,10.943,10.68,7.579,10.164,12.072,8.993,11.308,19.429,2.121,2.673,10.277,14.649,6.184,7.851,10.738,4.003,8.571,8.652,7.957,7.703,8.821,8.625,9.74,9.154,10.09,7.133,10.162,7.347,6.95,7.778
Group_680_clean_0,7.181,9.109,9.062,9.201,9.688,12.688,10.224,11.52,9.202,8.27,8.669,8.394,10.363,11.356,13.414,10.622,10.418,12.584,11.346,11.827,13.63,13.431,12.412,13.994,6.329,7.569,8.695,1.37,2.026,4.604,14.528,10.394,10.802,15.529,11.193,10.492,9.34,11.662,6.913,5.008,8.153,5.876,7.143,7.062,8.743,6.648,5.696,6.459,9.119
Group_680_clean_1,70.271,49.727,63.582,42.16,37.835,52.045,56.632,65.24,54.147,49.398,37.58,36.856,45.927,43.151,49.208,37.57,48.314,56.835,53.85,53.769,53.533,60.476,46.109,51.758,1.092,4.766,5.918,3.341,0.564,3.085,27.613,34.258,53.354,65.711,35.202,34.76,31.567,46.542,29.258,36.311,41.177,37.277,32.102,31.411,35.664,35.743,33.269,36.952,36.094
Group_587_clean_0,31.99,25.308,16.281,33.62,35.908,27.953,25.397,23.357,25.9,18.996,41.292,36.661,48.246,30.688,76.825,41.393,27.729,30.116,30.296,39.758,24.166,49.072,31.342,30.225,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,31.759,53.892,58.439,23.186,38.06,38.106,34.272,32.563,42.671,30.109,45.389,51.802,31.348,18.332,17.458,24.459,35.25,78.686,33.522
Group_1983_clean_1,15.585,19.295,19.338,22.932,20.416,24.102,17.231,16.098,15.875,19.417,21.967,19.865,20.624,22.222,18.031,20.671,20.151,18.006,15.732,22.19,20.316,14.765,22.292,19.68,30.755,25.079,28.981,41.151,38.596,31.309,39.043,45.644,36.366,27.346,45.13,31.031,38,19.561,18.988,24.997,22.434,21.492,17.188,20.838,17.733,28.834,19.937,18.428,28.084
Group_2165_clean_0,22.921,22.956,28.121,23.325,29.045,25.423,25.115,24.767,21.604,21.424,23.925,26.375,18.5,20.615,22.584,28.185,25.322,21.632,27.623,22.028,22.251,19.728,21.393,16.714,18.588,23.214,21.999,22.556,26.294,24.556,15.839,16.097,14.62,16.073,16.212,11.937,18.043,19.317,15.307,14.265,15.123,16.386,16.559,16.63,15.886,16.319,16.934,15.107,16.1
Group_1304_clean_0,26.886,21.61,15.929,22.462,20.578,26.651,18.912,17.825,28.318,20.098,16.625,24.526,46.183,42.818,42.246,35.832,39.648,42.196,33.652,43.212,40.124,45.432,40.509,42.347,17.618,20.921,24.845,7.372,8.135,14.528,31.194,23.163,38.765,57.315,24.019,27.331,29.683,40.569,26.646,30.057,36.434,34.194,29.672,25.056,21.844,28.494,22.877,32.489,26.45
Group_19_clean_0,403.25,381.489,401.203,383.162,356.916,440.037,395.663,405.799,359.071,412.028,362.635,312.764,204.896,216.057,183.579,188.574,224.314,227.259,191.915,213.44,202.304,207.589,193.076,208.915,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,392.119,341.676,498.219,337.504,339.839,347.239,385.319,475.864,314.676,353.139,374.256,358.329,356.717,359.011,399.556,343.971,369.827,357.622,281.901
Group_1461_clean_1,0.142,1.965,0.121,0.0001,0.434,0.391,0.136,0.0001,0.091,0.278,0.125,0.142,52.689,43.572,41.457,54.489,47.553,46.206,48.523,43.487,43.677,40.48,43.089,44.19,76.71,75.855,59.666,64.407,69.777,61.94,278.278,207.08,282.004,344.336,251.112,215.759,224.515,308.513,1.131,0.384,0.13,0.0001,0.0001,0.561,0.919,0.15,1.403,0.448,0.171
Group_1335_clean_0,4.867,5.95,3.433,3.512,4.39,4.577,4.48,6.677,5.241,6.989,3.963,4.015,4.617,6.457,5.598,7.984,5.315,6.41,6.307,6.086,4.272,5.935,5.014,5.381,9.554,5.564,8.715,8.582,10.234,7.278,12.49,13.32,10.403,10.738,6.991,8.288,7.122,5.856,6.661,6.67,3.981,6.757,5.624,5.979,5.674,5.457,4.871,4.602,4.973
Group_1949_clean_0,3.051,1.615,2.305,2.13,1.665,0.567,1.034,0.858,1.686,3.19,3.713,2.751,17.741,15.04,11.228,16.531,18.457,18.579,19.346,16.003,15.785,11.684,17.122,17.079,20.711,20.851,21.595,24.346,25.501,23.124,69.148,57.1,47.239,46.713,61.591,67.388,56.721,34.499,15.81,14.971,17.089,14.454,14.779,15.314,11.973,14.908,11.186,19.901,20.377
Group_428_clean_0,10.458,10.15,7.995,9.796,10.243,9.804,10.422,11.043,9.954,10.779,11.958,10.534,9.081,6.643,12.71,7.657,10.851,12.475,17.722,7.183,8.621,11.156,11.024,12.94,20.956,25.238,22.255,22.336,17.335,28.549,32.375,33.055,25.697,21.068,30.84,28.14,31.678,29.513,19.652,14.93,20.007,17.578,19.146,17.094,14.54,23.078,23.94,15.011,14.284
Group_428_clean_1,16.547,14.422,13.478,14.565,13.291,27.32,21.92,18.588,18.577,18.207,14.127,18.167,23.374,16.931,20.579,30.557,25.245,20.604,27.573,20.687,21.934,19.201,21.413,21.228,46.118,19.415,46.529,22.526,37.301,23.668,14.064,20.326,10.526,21.942,19.209,10.593,15.601,15.7,9.184,9.984,14.491,12.933,16.8,14.347,8.838,12.054,9.339,8.787,8.363
Group_1496_clean_0,38.245,28.117,46.622,27.576,24.221,43.106,36.55,40.123,39.633,38.61,35.931,31.77,78.925,81.598,57.301,81.866,80.51,74.574,60.642,80.541,65.621,72.377,65.245,74.208,12.892,15.346,21.123,2.561,4.261,6.562,18.553,12.368,18.561,23.031,14.877,16.728,15.743,19.61,11.752,8.177,17.841,11.281,7.646,9.51,13.262,9.942,12.424,10.548,12.741
Group_2630_clean_0,9.033,6.372,5.702,3.301,4.935,4.223,8.01,4.833,4.814,4.579,4.021,3.396,4.607,4.586,2.772,6.594,3.216,3.052,5.832,7.214,3.956,4.136,3.186,2.671,4.44,5.674,7.189,3.101,6.85,8.052,4.368,5.843,0.0001,0.0001,2.27,7.298,5.369,0.0001,4.372,3.148,4.443,3.634,0.429,6.472,3.192,6.838,5.964,3.651,11.671
Group_2181_clean_1,28.5,20.237,22.941,19.343,22.515,24.334,29,22.796,20.284,9.767,19.19,36.953,45.147,41.211,66.919,60.111,41.025,35.154,69.731,54.104,49.233,52.804,54.201,55.178,9.799,6.402,6.322,7.412,3.164,2.818,1.392,0.501,0.439,0.428,0.488,0.515,0.0001,0.655,6.392,3.823,10.41,4.965,2.744,2.931,4.405,2.323,2.26,16.399,1.765
Group_1805_clean_0,6.707,7.197,10.627,5.709,8.053,5.721,7.55,8.065,6.043,5.152,5.15,6.412,10.333,10.386,8.189,9.456,7.481,5.887,9.861,11.928,6.532,7.289,8.766,5.745,10.534,6.721,9.109,21.366,16.27,10.077,3.128,3.939,0.694,1.195,4.342,5.256,5.937,1.29,4.65,4.01,5.095,3.564,4.567,5.911,4.045,5.386,3.632,4.228,6.476
Group_950_clean_0,38.162,34.013,37.887,32.978,34.242,31.869,35.924,38.47,36.362,38.905,30.232,26.658,20.788,20.076,22.114,21.356,22.915,25.059,21.673,23.572,20.565,22.509,20.416,22.706,20.425,29.008,28.4,10.233,11.33,32.646,33.989,37.876,52.231,45.488,29.436,32.112,28.275,52.193,39.574,41.35,48.117,44.525,52.652,42.053,54.686,43.041,41.555,50.916,40.482
Group_701_clean_0,22.043,18.837,16.584,34.801,29.206,19.237,19.351,16.925,19.755,12.759,20.396,35.131,20.655,23.074,39.601,18.187,18.592,16.95,17.316,16.551,15.843,27.917,16.507,17.601,45.893,75.416,51.335,44.422,26.211,68.932,19.532,15.255,10.751,49.453,33.778,16.476,17.344,27.861,0.341,0.457,0.792,0.631,0.513,0.668,1.497,0.18,0.0001,0.182,0.202
Group_638_clean_0,71.303,72.997,53.888,120.876,103.04,67.496,63.18,75.922,65.137,55.5,87.995,87.456,206.045,230.01,175.092,210.236,188.402,160.745,199.598,194.49,170.878,171.793,183.821,163.326,20.701,15.546,15.923,16.874,20.3,14.69,80.488,96.098,122.646,61.707,92.022,74.665,94.823,49.113,40.184,44.27,34.639,47.187,22.424,29.893,42.106,30.496,43.557,49.283,52.658
Group_1157_clean_1,11.075,18.344,12.908,15.956,11.031,13.851,11.717,11.774,15.601,21.146,15.699,19.113,4.853,7.182,11.814,11.838,5.459,6.065,12,7.712,5.211,10.619,5.766,6.445,6.002,13.781,18.297,12.553,28.623,25.349,107.596,103.194,92.998,109.333,125.043,95.629,107.202,104.112,37.006,20.54,28.391,35.656,31.421,41.163,39.245,24.84,27.996,36.887,38.787
Group_99_clean_0,158.169,138.608,140.459,158.459,166.468,133.662,176.841,185.206,155.839,150.424,126.549,114.034,148.339,120.085,107.085,160.511,104.493,88.393,152.807,131.445,117.632,123.062,113.719,105.261,170.68,140.94,126.855,195.722,255.081,170.969,299.222,386.418,382.067,236.907,337.966,332.027,341.757,258.989,142.422,174.886,134.844,145.045,201.966,129.728,153.362,161.873,153.115,148.479,228.961
Group_2654_clean_0,3.478,3.518,1.395,6.179,7.7,4.651,2.903,1.939,3.453,2.437,10.511,12.409,6.516,6.976,6.27,10.826,6.903,6.252,12.604,5.863,8.008,4.177,6.372,6.287,10.595,6.89,5.554,6.152,4.48,2.885,27.673,3.097,2.379,12.536,21.758,4.528,8.044,8.749,5.494,4.748,8.524,6.617,5.027,2.573,5.617,5.777,4.128,8.178,6.164
Group_1364_clean_0,15.894,18.245,16.22,17.146,19.357,17.041,17.534,16.236,15.002,16.836,16.316,16.557,21.106,21.281,19.182,22.593,21.942,22.945,22.247,23.095,21.254,22.871,20.592,21.159,16.22,23.274,17.469,26.517,26.211,25.263,19.935,15.686,18.571,19.251,14.758,17.092,16.412,24.029,17.946,20.218,21.04,19.249,20.979,22.115,17.818,16.81,17.697,17.691,20.246
Group_546_clean_0,35.598,35.511,36.225,38.216,39.944,40.343,38.472,43.981,39.551,36.432,39.383,37.271,24.267,21.967,24.183,26.672,25.033,22.777,24.732,24.741,23.477,24.939,24.335,22.43,36.441,40.545,40.631,30.768,25.762,35.875,56.638,83.911,64.207,72.474,60.495,72.624,55.648,54.695,1.185,1.683,1.745,2.753,1.016,0.532,1.733,1.692,3.168,1.132,0.636
Group_1756_clean_0,71.814,92.032,92.248,79.071,69.867,78.026,72.808,74.969,83.704,87.452,78.178,71.04,75.621,65.206,62.377,51.636,72.297,74.219,61.097,66.988,65.276,64.013,67.59,69.133,278.676,279.816,262.061,229.02,194.274,260.857,222.275,169.816,156.633,185.384,186.265,224.168,213.463,165.005,53.031,68.934,71.323,66.487,88.818,80.033,59.782,64.237,67.177,72.398,55.997
Group_616_clean_0,6.612,7.565,9.147,6.899,5.621,6.902,7.738,6.475,7.14,6.541,6.143,5.988,3.991,4.625,4.766,4.979,4.005,4.85,4.228,4.481,4.109,5.087,4.799,4.208,7.033,5.544,8.715,10.863,8.229,8.252,8.273,7.196,8.045,3.897,4.302,5.943,6.585,6.902,6.374,8.8,7.321,7.998,7.478,5.592,7.588,6.748,5.552,7.324,6.053
Group_2400_clean_0,18.565,21.179,21.594,23.997,25.624,20.641,21.137,24.47,22.874,24.318,28.882,29.028,8.434,6.917,7.347,9.528,8.944,6.055,10.752,8.21,7.778,8.106,8.19,8.111,35.726,38.66,27.09,41.971,40.789,36.028,49.384,38.888,41.307,36.218,42.381,33.365,43.987,60.424,13.951,15.366,14.471,15.616,11.416,16.804,15.478,13.056,14.86,17.424,18.269
Group_1069_clean_0,14.731,15.57,10.081,6.131,5.752,16.567,8.177,7.535,9.548,14.041,8.457,7.633,7.47,6.33,8.445,5.919,6.923,6.381,6.168,7.752,8.831,9.12,7.173,8.534,10.677,12.255,12.368,10.703,4.783,6.199,5.327,7.828,1.97,4.499,3.087,6.883,3.151,5.171,18.323,5.382,11.924,10.17,7.196,15.004,5.845,17.841,14.209,10.164,8.675
Group_307_clean_0,105.335,115.338,92.2,115.829,124.819,143.988,105.505,118.218,110.041,92.828,112.161,107.904,133.451,133.146,147.625,124.843,123.691,99.505,111.026,130.48,113.082,133.123,121.752,108.838,241.551,214.511,237.875,301.419,358.535,229.557,67.13,63.635,72.13,76.391,63.632,66.761,79.91,86.418,101.304,114.014,100.837,106.907,147.021,86.282,109.257,98.408,110.755,114.634,104.822
Group_86_clean_1,37.248,40.008,37.632,40.126,36.321,45.627,42.378,43.44,44.376,42.167,32.623,30.576,25.077,25.161,25.196,19.925,22.924,23.637,21.92,22.627,21.762,21.724,22.957,24.48,21.13,28.08,32.221,10.823,10.965,24.155,31.759,32.243,49.71,52.126,37.811,33.113,53.662,44.01,17.219,26.327,18.834,19.91,19.775,19.754,24.904,19.874,22.227,19.922,27.509
Group_1973_clean_0,35.1,47.106,51.632,41.459,39.702,25.888,29.501,32.556,30.887,27.983,29.219,34.547,58.127,50.685,49.518,37.406,52.964,49.249,36.029,58.473,40.574,47.511,46.617,44.16,34.991,30.075,27.652,49.163,43.222,41.491,39.83,36.703,12.404,6.239,28.709,22.469,53.49,7.967,20.523,16.322,25.282,22.803,11.071,27.329,14.275,40.278,21.949,15.983,38.343
Group_2341_clean_0,8.546,10.374,11.173,12.368,10.566,13.656,9.952,10.259,10.299,12.123,11.08,13.019,12.621,11.591,13.478,12.165,15.232,14.164,11.97,13.991,13.86,11.642,14.2,14.043,109.782,52.7,31.216,44.102,63.595,31.51,14.508,28.475,16.202,23.39,18.94,22.773,24.05,25.016,11.824,14.088,13.418,12.773,9.28,11.831,12.191,12.185,11.124,14.659,13.094
Group_722_clean_1,30.708,37.208,21.315,41.575,50.884,41.646,27.601,24.004,29.709,22.239,31.302,37.82,53.787,43.21,36.562,46.443,46.195,46.453,51.533,44.462,41.838,41.782,48.015,43.382,25.815,26.914,59.282,57.995,57.549,32.446,39.679,34.338,28.198,43.263,28.58,10.098,16.533,17.841,81.374,73.724,66.931,89.51,22.896,23.672,22.223,41.309,48.128,73.497,53.132
Group_1686_clean_0,138.464,143.392,157.48,150.285,161.483,147.504,154.305,165.908,137.597,152.871,158.101,154.41,38.796,32.559,24.759,39.931,27.748,23.182,37.415,33.133,24.923,27.658,28.791,26.234,44.168,52.331,42.699,64.537,66.227,53.85,44.158,41.274,25.575,21.651,37.064,44.039,42.255,32.739,30.74,28.509,31.861,27.908,29.84,31.663,24.818,34.271,28.636,31.037,45.213
Group_2162_clean_0,8.119,9.27,9.378,8.261,10.132,8.502,9.138,8.955,8.44,8.745,9.421,10.507,6.947,5.869,6.622,6.502,7.298,4.613,6.97,6.513,6.226,5.552,6.489,5.578,14.913,12.784,9.838,23.266,25.918,15.836,17.312,18.552,18.152,15.918,21.868,18.992,18.397,23.012,8.385,8.322,8.865,10.471,10.327,10.419,9.008,9.061,10.123,9.011,9.129
